ID,English,Others,Japanese
tedlunpaint1,Whoa! When did she captured photo of us at it. This bring back old memories.,Hahaha... she thought she could taunt me and just walk away. Her puny ass paid for her loud mouth.,うわあ！いつ彼女はそこで私たちの写真を撮りましたか。これは古い記憶を思い出させます。
tedlunpaint2,I remember that day. We almost got caught doing sex in the class. She desperately ran to close the door as soon as pulled out.,Oh... I remember this. We almost got caught having sex in the class room. Tsukiko was swift to shut the door.,あの日のことを覚えています。授業中にセックスしてるところがバレそうになった。彼女はドアを開けるとすぐに必死に走って閉めた。
tedlunpaint3,She looked too cute like that. I can't believe she trusts every lie I told. I want to tell her the truth but I can’t stop fucking her ass so... I will wait.,She asked me if I could be her boyfriend. Well... I get to fuck her ass everyday so I agreed and it’s better than using a your hand or a toy.,彼女が私のついた嘘をすべて信用しているなんて信じられません。彼女に真実を言いたいのですが、彼女のお尻を犯すのをやめることはできないので…
tedmerxknight,Wait... I remember it now. Luna was trying to explain this scene to me. Some ship crew caught a Mer in their fishing net. Everyone tried to kill her but this brave knight step in and save her life. As a reward she made him bred her to increase their population.,This knight is Himawari's husband. In this image he fucking this Mer because she took control over his mind to breed with him.,素敵な写真です。
tedname,Ted :,Taichi :,たいち：
tedbeachphoto1a,"This was the trip that got me into ghost hunting. I was wandering in the forest at night. Walking by the river, I saw few Kuppers playing by the riverbank. When I got closer they scurried away into the water. I was... Wait! Why the fuck they are having sex out in the open. They have ruined this photo.",Look how horny Anko is. She can’t even wait to go to her room. Is that Tsukiko’s sister? Who is that banging her? Oh that’s Masuo. Well her sister is hotter than her.,ビーチで楽しかったです。
tedbeachphoto1b,Now this photo is more funny. Luna's sister was celebrating her team's first victory at the beach. She was quite drunk that day and ended up getting plowed by a random guy. That guy turned out to be Luna's boss.,"Oh, look how he is plowing her pussy. I wanna ram into that myself. If Tsukiko wasn't there, I would have join them.",そう、つきこちゃんの妹はビーチでかなりワイルドだった。
tedclass22girls,Looks like this photo is from sex orgy that have been happening in this university. They must in class 3-2. The door is protected with spells so no spirit would disturb them.,It's a photo from sex orgy I have been hearing about. If I take keys from security room I would be able to witness it myself. Unfortunately these girls don't allow stranger to participate.,この写真はこの大学で行われている乱交パーティーの写真のようです。彼らはクラス3-2でなければなりません。扉は呪文で守られているので、霊が邪魔することはありません。
tedobjboard,Uh.. huh.... Really important objective to complete. Especially the fourth one.,"Yes, it's important that I keep her ass filled my cum.",うーん…そうですね…本当に重要な目標を達成する必要があります。特に4枚目。
tedpaintanko1,Anya Sawyer. It feels like yesterday she would eat with us at Kara's Restaurant. She is most popular batter in Arimeca.,Anko is very famous in Japan now. She is the best batter this country has ever seen.,佐藤あんこの写真です。
tedpaintbailey,Arghh! My limited edition poster of Bailey's Adventure. I have spent 2 days standing in a queue to get this. Damn! I regret it selling it to her dad. That old freak is asking 2 million for it now.,What the fuck! Tsukiko's old man stole this poster from me. I'm taking it back after the contract.,私の限定版のベイリーの写真。つきこちゃんのお父さんに売った事を後悔しています。 今彼はそれを200万要求しています。
tedpainttalk1,It's such a beautiful view.,Meh... It's good.,とても美しい景色です。
tedritcircle,They performed some kind of ritual to communicate with ghost haunting this place. When things turned ugly those cowards left their friend here and fled.,What a bunch of cowards! Couldn't handle a ghost pussy. I will show them how to do it.,彼らは幽霊と交信するためにある種の儀式を行った。
tedspecialcond,A pack of special condom box. Prevents ghost from possessing you during sex.,I would be able to fuck a ghost without these. Quite handful tool.,専用のコンドームボックスのパック。セックス中に幽霊が憑依するのを防ぎます。
tedspykate,Can't believe I met Ms. Kate that day. She signed this poster for me. There is no way I will give this one away.,Damn it! I was next in the line to fuck Ms. Kotone. If Tsukiko didn’t pull me out it would have been me in this poster instead of this stupid tentacle monster.,私はこのテレビ番組が大好きです。
tedsteelposter,I won this in a lottery. Spent 300 coins on it hoping to get Ms. Ruth poster instead of this one. Luna seem to love so I let her post it on my wall.,Do you guys see the character in this poster? This character betrays Himawari's husband because he rejected his love. Poor guy have to wander outside of a water cave until Himawari came along and return his mind. They are living happily ever since.,この平川さんのポスターを見ると「毒女神メラニー」を思い出します。
tedstella,The only reason I began watching this is show because they cast Miss Ruth as Stella in second season. I knew her acting skills are fabulous but she is good at swords too. She nailed this form with her looks. I love her so much.,This character will appear as boss similar to Melnie from Fire Ring. Don't ask why she have scar on her crouch. It's a dark story.,平川さんは本当に一人でこの番組を担ってくれました。
tedtessfamily,What a lovely family! They must be really proud of her.,Once you recruit Tess. You will be able to see her parents having sex in their room. At least that's what LAGS planned.,なんて素敵な家族なんでしょう！彼らは彼女のことを本当に誇りに思っているに違いない。
tedtessnote,"It says, ‘Miss Foster, we know you are trying to be a famous ghost hunter. I might be able to help you with that. Our college is said to be haunted. Room 1-4 has less ghostly activities and it's safe if you investigate around 3:30 AM. I assume it has weaker ghost that you can catch with ease. Your well wisher.’","It says ""Miss Foster, we know you are trying to be a famous ghost hunter. I might be able to help you with that. Our college is said to be haunted. Room 1-4 has less ghostly activities. I'm definitely on tricking you into anal sex. Don't worry. Just be there at the after 3:30 AM"".",
tedtesstennis,I didn't like her in the past but she is my favourite tennis player now. She absolutely annihilated former national champion without much efforts. I'm sure she will win this year too.,Current national tennis champion. If I was a girl I would have been looked like her. Fun fact! She was suppose main character of similar ghost game.,彼女はテニスが本当に上手です。昨日彼女の試合を見ました。
tedtwinsis,It’s odd! For some reason I want to keep staring at this picture.,"Ah, it's my future wife Kaori and her sister Saori. Our battle is going to be legendary.",それは奇妙です！なぜかこの写真をずっと眺めていたくなる。
tedbaddirector,"He took pictures of those helpless ladies to black-mail them. Poor Mrs. Hillford! She was such a nice lady. I remember she offered her ass to our whole classroom of boys as she believe no one should stay virgin once they are 18 and above. It was so good, I got addicted to anal sex.",He took pictures of those helpless ladies to black-mail them. Poor Mrs. Hirakawa! She was such a nice lady. I remember she offered her ass to our whole classroom of boys as she believe no one should stay virgin once they are 18 and above. Since then I'm addicted to anal sex.,彼は無力な女性たちを脅迫するために写真を撮りました。かわいそうな平川さん！彼女はとても素敵な女性でした。彼女がクラスの男子生徒たちに自分のお尻を差し出したのを覚えています。それがあまりにも気持ちよかったので、私はアナルセックスに夢中になってしまいました。
tedtwinsis2,Judging by these photos I could tell they are sisters. Or at least very close friends. But why the other sister's face is scratched in all photos.,It's a photo of my future wife and my sister-in-law. Looking at the scratches on my wife's face I think LAGS trying to suggest Saori is jealous of her sister.,これらの写真から判断すると、彼らが姉妹であることがわかりました。または少なくとも非常に親しい友人。しかし、なぜすべての写真でもう一人の姉妹の顔に傷が付いているのでしょうか。
tedwendypier,Ha! Ha! Grand salute to this crab for doing such an amazing work. What the...! There are two ghosts in this picture.,It's a reference to a men of culture scene from an anime. Huh! There are two ghosts in this picture. I recognized bloody Momoe but who is the other one.,はぁ！はぁ！このような素晴らしい仕事をしてくれたこのカニに敬意を表します。
tedghostpostercomment,(Laughting hard...) That's why she took our picture like this. It's opposite in real life. No wonder she if edits her VideoTube videos in same way.,(Laughs...) What! She is showing as if she the one capturing all those ghosts. No wonder she is more popular.,それで彼女は私たちの写真をこのように撮ったのです。実生活では逆です。彼女がVideoTubeビデオを同じ方法で編集したとしても不思議ではありません。
tedmacxshop,What the... They have volume 9 of 'Underflow'! In my town we don't even have volume 8 yet. Hmm.... Sexy Neighbour for 500 coins. There are lot of exclusive videos and games here. I should come here again.,A parody of a famous erotic anime and some mediocre series for 500 coins. Well that’s waste of money. I can make better stuff with Tsukiko.,なんと…『アンダーフロー』の9巻があるんです！うちの町にはまだ8巻すらない。
tedkaroakeposter,Oh... I'm in hometown of my sweet Goddess Ruth. She is looking so hot in this picture. I wish I end up encountering her here.,Almost all of LAGS fan based love Himawari but like me his favourite character is Reiko. Do you know in original CB game you were not able to beat her and she would let you go if you lose. But he dropped the idead because he wasn't skilled at coding back then.,このポスターのれいこちゃんは熱いですね。
tedkaroakepostera,"Sorry, Ruth you are fallen from the grace. Judy has pushed you to second place on my AIWF list. But don't worry you are still my second favourite.",Reiko you are now number two on my 'Ass I Want To Fuck' list because I'm more interested in Mrs. Shishime now.,このポスターでは志々目さんがさらに映えますね。
welcomback,Welcome back! It's good to see you are alright.,"Welcome back, honey! I can't wait to be your lovely wife.",おかえりなさい！元気そうで何よりです。
wenanal1,"Uhhhh.... Mr. Ted, you can do it in my pussy if you want.","Honey, we won't make babies if you keep using that hole.",うーん...たいちくん、もしよかったら私のオマンコでやってもいいよ。
wenanal2,Owww... Mr. Ted you are doing it in the wrong hole but... ahhh.... I... I guess you know better than me.,Tsukiko told me you only fuck her ass so I think you love anal more.,うーん...たいちくん、もしよかったら私のオマンコでやってもいいよ。
wenanal3,Ahhh...  I hope it helps you getting better at ghost hunting.,I hope I'm training you the catch the tall lady ghost. I heard she can rip her preys cock out. Please don't challenge her if you see her.,ああ...ゴーストハンティングが上達するのに役立つことを願っています。
wendyinterfere,Ereht enoemos si? Em pleh esaelp! Deracs os ma I! Uoy htiw yawa em ekat esaelp!,Iroas yrros. Eromyna uoy htiw yalp t'nac I. Ereh si dnabsuh ym.,Ereht enoemos si? Em pleh esaelp! Deracs os ma I! Uoy htiw yawa em ekat esaelp!
wendyname,Wendy :,Kaori :,かおり:
wenfuck1,Uhh... Ohhh.... yessss... Fuck this ghost pussy into oblivion.,"Oh, darling.... yessss... Fuck this ghost pussy into oblivion.",ああ...ああ...ああ...はい、この幽霊の膣をファックしてください。
wenfuck2,Nnnnn.... ahhh..... it feels so..... uhh..... good.... Please keep.... ohh.... pounding me harder.,Nnnnn.... ahhh..... it feels so..... uhh..... good.... Please keep.... ohh.... pounding me harder.,んんん……ああ……気持ちいい……あなた……いい……もっと激しく犯してください。
wenfuck3,Oww...... Please use me as much as you want but make sure to remove your protection before cumming. (Gasp...) I don't wanna end in a spirit ball like last time. That place is scary.,Please don't use special condoms like last time. It will trap me in some scary place.,んんん……ああ……気持ちいい……あなた……いい……もっと激しく犯してください。
wentalk1,Thanks for letting me stay in you basement. My secret shed was taken over by students from near by college. They party all day creating a lot of commotion. How the hell a ghost is suppose to sleep at day with all that noise? I tried chasing them away but I'm incompetent at being a ghost.,"I have to stay in the basement, right? But promise you will often come here to talk with me. I hope you will find Akahana soon and get that orb from her.",地下室に泊めてくれてありがとう。私の秘密の小屋は近くの大学の学生たちに占拠されました。彼らは一日中パーティーをして大騒ぎを起こします。幽霊はいったいどうやって昼間にあれだけの騒音の中で眠ることができるのでしょうか？追い払ってみましたが、幽霊の私には無能です。
wentalk10,Are you going to begin training now? I love to help you out in your training.,Husband what to make love me? I'm so happy.,今からトレーニングを始めますか？あなたのトレーニングをお手伝いしたいと思っています。
wentalk2,I was not always able to fly. Those students regularly have sex there and never cleaned up the floor after their business. I have slipped so many times because of it. One day after watching a horror movie I realized I can fly too.,It's funny how in movies it's shown a ghost can have flying ability from the start. I had to work on it a bit before I mastered it.,今からトレーニングを始めますか？あなたのトレーニングをお手伝いしたいと思っています。
wentalk3,"Mr. Ted, you better think about investing in security system. I mean I try spooking them away but what if I fail to do it.","Taichi, I've seen Tsukiko brought that guy again. She was trying to get me to sleep with him for their project but I refused. I would never cheat on my sweet Taichi.",たいちくん、セキュリティ システムへの投資を考えたほうがいいよ。つまり、彼らを怖がらせて追い払おうとしますが、それができなかったらどうしますか。
wentalk4,Sorry I touched your computer earlier. I hope you don't mind me touching your stuff.,I used Tsukiko's tablet yesterday. She is getting fucked all the time. But in most photos it's the dude in the future game project.,ごめんなさい、先ほどあなたのコンピュータを触ってしまいました。私があなたのものに触れても構わないと思います。
wentalk5,Oh my Ghost! I can fly through walls. Wow! I didn't knew that. I wonder what else I could do.,"Taichi, I learnt to phase through walls. Do you wanna play a game where I pretend I'm stuck in a wall and you try to help me out but fails. So you say fuck it and begin fucking me?",ああ、私の幽霊よ！壁を通り抜けて移動できるんです。おお！それは知りませんでした。他に何ができるだろうか。
wentalk6,Thank you very much for this t-shirt Mr. Ted. It is not falling through me like the rest. Umm... it must be made of some special material?,It's first cloth gifted by my husband. I love it so much.,このTシャツは特別な素材で作られている必要があります。それは私の体から落ちません。
wentalk6a,"Mr. Ted, I’m not able to wear anything. All cloths I try, falls right through me. Do you have special cloths for ghost? I have seen few ghost wearing such cloths.","Husband, I can't wear anything. Tsukiko gave me her cloths to wear but they fall off. Could you go to Tatsuka's place and get a white t-shirt from her room?",私たち幽霊には、体から落ちない特別な布が必要です。
wentalk6b,"Mr. Ted, please give me back that t-shirt. It’s getting cold here.","Honey, I'm not feeling comfortable being naked. Could you give me back my t-shirt?",そのTシャツを返してください。ここは寒くなってきました。
wentalk7,Do you think I could get a hair cut? These bangs covers both of my eyes. Wait... then I'll lose my spooky factor.,Do you like my hair or should I cut them? But I will lose my spooky factor if I make them short.,髪を切ってもらえると思いますか？この前髪は私の両目を覆っています。待ってください...そうすれば、私は不気味な要素を失うでしょう。
wentalk8,(Clears throat) Booooooooo...... Wooooooooooo......  Do you think that was scary? No? Hmm.... I think I need to practice more.,I'm scary right? Not scary as my sister because she is the only ghost that managed to attack you.,私が怖いと思いますか？いいえ、もっと練習する必要があります。
wentalk9,"These basement walls is made of exactly one thousand and... and... Damn, I forgot! I have to count again.",Hi honey! I'm bored so I'm counting bricks in the walls. There are.... uh.... I forgot.,"この地下室の壁はちょうど 1,000 個の材料でできています...そして...くそ！ 忘れた。"
wentalkn1,Thanks of letting me staying in your basement. We can train all day if you want. I really enjoyed helping you out.,"I have to stay in the basement, right? But promise you will often come here to talk with me. I hope you will find Akahana soon and get that orb from her.",あなたの地下室に泊めてくれてありがとう。ご希望があれば、一日中トレーニングすることも可能です。お手伝いが本当に楽しいです。
wentalkn10,Look at how this stuff is dripping down my thighs. I love to help you train and get stuffed by you Mr. Ted. Do you wanna go another round? I'm ready anytime.,Look at how this stuff is dripping down my thighs. I love to help you train and get stuffed by you Taichi. Do you wanna go another round? I'm ready anytime.,これが私の太ももにどのように滴り落ちているかを見てください。私はあなたのトレーニングを手伝い、あなたにお腹を満たしてもらうのが大好きです。もう一周行きますか？いつでも準備はできています。
wentalkn2,The floor is all sticky now. But it doesn't matter. I can fly over.,"Oh, my Ghost! It's all over on the floor. Give me a moment to lick it clean.",もう床はベタベタです。しかし、それは問題ではありません。飛び越えることができます。
wentalkn3,I'll spilled some of this stuff at the front door. Thieves will break their back slipping on it.,I used some of the semen to prank thieves. I don't think they will try to break in a house while covered in cum.,もう床はベタベタです。しかし、それは問題ではありません。飛び越えることができます。
wentalkn4,I used you computer to understand better positions to subdue a ghost. It seems the one we used is the best one.,Have you seen pictures in Tsukiko's tablet? Have you noticed how good Reiko looks? LAGS must have spent so much time on her character than any other.,私はあなたのコンピュータを使って、幽霊を鎮圧するためのより良い位置を理解しました。どうやら私たちが使ったものが一番良いようです。
wentalkn5,I know how we could make this more kinky. I'll put my upper half behind the wall and keep the rest out like a glory hole. But wait... I think your penis will get hurt if you push is further into a wall by accident.,Taichi let's play stuck in the wall game. It will be fun.,私はあなたのコンピュータを使って、幽霊を鎮圧するためのより良い位置を理解しました。どうやら私たちが使ったものが一番良いようです。
wentalkn6,It's much better if wear this t-shirt like this. Thanks for correcting it Mr. Ted.,I get happy when you fondle my breast honey. I will keep my t-shirt like this.,このTシャツをこうやって着たらもっといいですよ。修正していただきありがとうございます。
wentalkn7,I should cut my hairs. They are covering my boobs. I don't think you will be aroused enough if you don't see them.,I should cut my hairs. They are blocking such an beautiful sight for you.,髪を切ってもらえると思いますか？この前髪は私の両目を覆っています。待ってください...そうすれば、私は不気味な要素を失うでしょう。
wentalkn8,(Open mouth) Ahhhhhh...... Huh! I thought you were going to put it in my mouth.,(Open mouth) Ahhhhhh...... Huh! I thought you were going to put it in my mouth.,私が怖いと思いますか？いいえ、もっと練習する必要があります。
wentalkn9,You have fucked me exactly that many times since I have got here. I think you should do it often to perfect your investigating skill.,My husband fucked me that many time since we got here. I want to do it more often.,私がここに来てから、あなたはまさに何度も私を犯しました。調査スキルを完璧にするために、頻繁に行うべきだと思います。
wentalkother1,Luna is amazing as an assistant. I wish I was alive. I would have helped you like her.,"Taichi, if you revive me I can replace Luna. I can be of more help than her.",つきこちゃんのようにあなたを助けたいです。
wentalkother2,Sabrina told me I hide my face with hair because I'm ugly. You don't think so right Mr. Ted? Thank you... I'm feeling much better.,That slut Sawako called me ugly. Wait until the Mayscape update. People will cast her aside for me.,さわこさんは私のことをブスと言います。そんな気がしないですよね？ありがとう...
wentalkother3,I think Nina might be hiding a secret. I'm not sure but I think she might be a fox demon. You should try entering the kitchen fast before she transform back. What you don't believe me? Hmph....,"Nabiki is a fox de... Oh... you already know it. Yeah, why else would you select Spoilerish. Well if you run to the kitchen any time you come back I think you will be able to catch her.",なびきには何か秘密が隠されているのではないかと思う。 よくわかりませんが、おそらくキツネの悪魔だと思います。
wentalkother4,You took this t-shirt from Tess's house. She said she could make me more If I want. But I decline because I feel this one is special.,You stole this from Tatsuka's home. She was demanding it back. Tell her I will not return it. It has your cum stains and I want to treasure it.,たつかちゃんは、私が望めばもっと私を作ってくれると言った。でも、これは特別だと思うので断ります。
wentalkother5,Melanie is so scared of me. Please tell her I didn't mean to do that.,Tsukiko told me you were fucking Momoko last night. It hurts my feelings when you do that Taichi. Why do you have to lust after other girls when you got me.,
wentalkother6,Is that a scare-person doll mister Ted? Because it's scary.,I know I'm dead but I'm at least must feel better than a doll right? Then why the fuck do you fuck that doll?,あのマネキンは怖いです。
wentalkother7,This girl was there in our shed. I was behind the bookshelf seeing you having sex with her. I'm good to see that she is alright.,I will remember that you fucked Liz in front of me. I'm happy that LAGS have decided to make me your optional assistant instead of her.,
wentalkother8,Why did you keep my sister with me? I'm scared when she looks at me menacingly.,Fuck me in front of my sister. I wanna see jealousy in her eyes. Bitch performed a ritual on me to possess my body but failed to enter it in time.,
wentalkother9,Please convince Irene I'm harmless. She is keeping watch on me for no reason. It makes me nervous and I can't use my ghostly powers correctly.,This girlfriends of your from another universe is trying to kill me for some reason. Is she jealous that I'm gonna be your wife? I think that's it.,なぜいずみさんは私を信用しないのですか？約束します、私は無害です。
tedboredgame,Nah! I don't think I will. There is nothing interesting to play right now.,I'm bored of playing these old game right now. I should visit croydon street and find about the game Tsukiko is working on.,遊ぶものが何もない。
teddirector,Dr. Thomson... Ex-Director of this asylum. Most evil man in the history of Sunflower city. He was arrested 2 years ago for sexually exploiting many of his  female employees and murdered Mrs. Hillford. Till now police are not able to find her body anywhere.,Ex-Director of this asylum. Most evil man in the history of Sunflower city. He was arrested 2 years ago for sexually exploiting many of his  female employees and murdered Mrs. Hirakawa. Till now police are not able to find her body anywhere.,彼はひまわり市史上最も邪悪な男です。
tedhillfordfam,What the? I didn't know Ms. Ruth belong to Hillford family. No wonder she is this tall and beautiful. She carried her looks from her mother. All of her daughters are stunningly beautiful. That man is quite lucky to have such wonderful family.,All the girls I have crush on belongs to Hirakawa family. No wonder I love Reiko so much. She is daughter of Dahila Hirakawa. The women who's ass got me addicted to anal sex.,そう、れいこさんは平川家のものです。
tedginaraise,What the fuck? She wasn't getting paid enough for this job. Good thing she rejected the terms and resigned on the spot. I hope she got a better job.,Wow she looks like my future recruit. But why her name is different her?,一体何？彼女はこの仕事に対して十分な給料をもらっていませんでした。彼女が条件を拒否してその場で辞任したのは良かった。
tedginaraiseb,Even I offered her better wage on top of free saki. Her husband left her after this asylum incident. Poor women... Sometimes I have to satisfy her needs.,Poor women. Her husband left her. It's up to me and Masuo to financially help her and keep her urges satisfied.,
tedharleen,Hmm.... these cloths belong to a couple. Looks like they are having good time somewhere in the asylum but... couldn't they find any other place? This place is quite dangerous to fuck around.,It seems someone is having great time right now. But why in the middle of ghost investigation? Don't they know how dangerous this place is?,うーん...この布はカップルのものです。彼らは精神病院のどこかで楽しい時間を過ごしているようですが…他に場所は見つからなかったのでしょうか？ここはめちゃくちゃ危険な場所だ。
tedharleenb,"Oh, it's these two again... Must be here to film another video for their game. Better watch where I'm going. Don't wanna slip and hurt myself.",Ahh! They are here again. I love their series 'Sexy Neighbour'. I wonder what episode they are recording right now.,ああ、またこの2人です...彼らのゲームの別のビデオを撮影するためにここに来たに違いありません。私がどこへ行くのか見守ったほうがいいよ。滑って怪我をしたくない。
tedsylvia,"She didn't come home from work so her parents filed missing complaint. After investigation, the director was a suspect behind her disappearance. Till now no one knows about her whereabouts.",She is a good girl. But if you decide to ignore her in Magic Ring game after she begin working in the asylum she be led to this state. Then after the event you will no longer will be able to meet her.,彼女は仕事から帰宅しなかったため、両親が行方不明届を提出した。調査の結果、ディレクターが彼女の失踪の容疑者であることが判明した。今のところ、彼女の居場所については誰も知りません。
tedharleenraisea,Looks like not everyone was tolerating his bullshit review method. It seems he only hire females nurses. What a lecherous bastard!,Not everyone was tolerating his bullshit. I'm glad she rejected his offer or we wouldn't have got any 'Sexy Neighbour' episodes.,誰もが彼のデタラメなレビュー方法を容認していたわけではないようだ。女性看護師のみ採用しているようです なんて卑劣な野郎だ！
tedharleenraiseb,She is the face behind many ghost in 'Ghost Bangers' and worked in 'Sexy Neighbour'. I can't wait see what she comes up with next.,We are gonna see so much of her in Magic Ring. I'm looking forward to playing it.,彼女は「ゴーストバンガーズ」でたくさんのゴーストのコスプレをしました。
tedpreservedbody,I can't believe my eyes. It's dead body of Mrs. Hillford. But... why is it preserved like this? I should... No! Better keep this a secret. I don't know what kind of crazy experiment will be done with her body if they find out.,I can't believe my eyes. It's dead body of Mrs. Hirakawa. But... why is it preserved like this? I should... No! Better keep this a secret. I wanna get that orb and see if I could transfer Kaori's soul into this body. Then I can fuck her ass all I want.,平川さんの遺体です。どうすればいいですか？秘密にしておきます。みんながどう反応するかわかりません。
tedkeypadasylum,The door is locked. I need a keycode to enter.,The door is locked. I need a keycode to enter.,ドアがロックされています。入力するにはキーコードが必要です。
tedstallsex,Who the hell are these guy? Don't they know how dangerous such places can be? Should I warn them? No! Let’s not disturb them for now.,Cool! They are having sex in a haunted place. I better not let them know I’m watching them or they will stop.,一体この男は何者なのでしょうか？彼らはそのような場所がどれほど危険であるかを知らないのでしょうか？彼らに警告すべきでしょうか？いいえ！今は彼らの邪魔をしないようにしましょう。
tedstallsexb,Yes! I knew it was these two. I wonder which ghost they are shooting for? No wait... I should not disturb them right now or else they have to redo the whole thing.,"Oh, it’s these two. They must be making a new episode of ‘Sexy Neighbour’. I better not disturb them.",はい！この二人だとわかってた。今すぐ彼らの邪魔をすべきではありません。そうしないと、すべてをやり直さなければなりません。
tedwatchgame1,Pound that ghost pussy... hehe... Her makeup look so scary like real ghost. Any novice ghost hunter would think she is an actual ghost.,Pound that ghost pussy... hehe... Her makeup look so scary like real ghost. Any novice ghost hunter would think she is an actual ghost.,彼女のメイクは本物の幽霊のようにとても怖いです。初心者のゴーストハンターは誰でも、彼女が本物の幽霊だと思うでしょう。
tedwatchgame2,So these two record themselves having sex and serve as reference for Luna. No wonder she have made such good 3D models and animations.,So these two record themselves having sex and serve as reference for Tsukiko. No wonder she have made such good 3D models and animations.,彼女のメイクは本物の幽霊のようにとても怖いです。初心者のゴーストハンターは誰でも、彼女が本物の幽霊だと思うでしょう。
tedwatchgame3,"It's really interesting to see future game content being develop right in front of your eyes. You don't get this chance everyday, so.... I think it won't hurt to watch it for sometime.","It's really interesting to see future game content being develop right in front of your eyes. You don't get this chance everyday, so.... I think it won't hurt to watch it for sometime.",おい！皆さんの邪魔をしたくありませんが... このゲームを素晴らしいものにするための皆さんの努力に本当に感謝しています。
tedwatchgame4,Hey! I don't wanna disturb you guys but... I really appreciate your efforts to make this game wonderful. I should thank Luna too...,Hey! I don't wanna disturb you guys but... I really appreciate your efforts to make this game wonderful. I should thank Tsukiko too...,おい！皆さんの邪魔をしたくありませんが... このゲームを素晴らしいものにするための皆さんの努力に本当に感謝しています。
ghostcloth0,Oh! He is just banging his wife for fun. Or maybe... She is one of the ghost like Luna. But I haven't seen her yet. Could she be a secret ghost? I'll go home and see.,Oh! He is just banging his wife for fun. Or maybe... She is one of the ghost like Tsukiko. But I haven't seen her yet. Could she be a secret ghost? I'll go home and see.,おお！ 彼はただ楽しみのために妻を叩いているだけです。それとも彼女は秘密の幽霊なのだろうか？
ghostcloth1,Oh....! A Powerghost! Or more like a powder ghost. Her makeup is coming off she is getting pounded.,Oh....! A Poltergiest! Or more like a powder geist. Her makeup is coming off she is getting pounded.,それはむしろパウダーゴーストに似ています。ふふ…
ghostcloth2,Listen to that sound... Her pussy must be as soft as a Kupper's. Wonder how it feel to fuck her.,Listen to that sound... Her pussy must be as soft as a Kappa's. Wonder how it feel to fuck her.,彼女のマンコはクッパーのように柔らかいに違いない。彼女とセックスするのはどんな気分だろうか。
ghostcloth3,"Oh.... I thought she wears a complete black cloths when she playing a Shy. Well, to get real skin like texture it's understandable she colours herself. Her voice is cute.","Oh.... I thought she wears a complete black cloths when she playing a Shade. Well, to get real skin like texture it's understandable she colours herself. Her voice is cute.",シャイ役の時は真っ黒な服着てるのかと思った
ghostcloth4,"I don't mind if that Countlanak suck my blood. She is so beautiful, it would be a crime to hide her face behind her hairs.","I don't mind if that Kuntilanak suck my blood. She is so beautiful, it would be a crime to hide her face behind her hairs.",あのカウントラナックが私の血を吸っても構わない。彼女はとても美しいので、髪で顔を隠すのは犯罪でしょう。
ghostcloth5,Amazing! She can play Bloody Mariam so perfectly. I bet Luna designed this uniform. It looks similar to Bloody Mariam's cloths.,Amazing! She can play Bloody Mariam so perfectly. I bet Tsukiko designed this uniform. It looks similar to Bloody Mariam's cloths.,彼女はこの幽霊の完璧な役割を果たしています。
ghostcloth6,Look at her boobs swaying with each thump. This dress completes her look as a Bansheep. Her voice is painful to hear like the real one though.,Look at her boobs swaying with each thump. This dress completes her look as a Banshee. Her voice is painful to hear like the real one though.,このドレスは彼女のバンシープとしての外観を完成させます。しかし、彼女の声は本物のように聞くのが苦痛です。
ghostcloth7,Is that a Weseen? It has to be. They will record it normally but turn her head backward in game.,Is that a Gwisin? It has to be. They will record it normally but turn her head backward in game.,ヴェーゼーンですか？そうでなければなりません。彼らはそれを通常通りに記録しますが、ゲーム中は彼女の頭を後ろに向けます。
ghostcloth8,"She is missing horns and a tail. Maybe Luna will add it in the her model. Well, it's logical as I don't believe the tail will move in a natural way.","She is missing horns and a tail. Maybe Tsukiko will add it in the her model. Well, it's logical as I don't believe the tail will move in a natural way.",彼女には長い角と尻尾がありません。彼らはコンピュータを使ってそれを追加すると思います。
ghostcloth9,She surely conjure my heart with her sexy looks and voice. Luna must have access to this costume right? I will ask her to borrow it for a night.,She sure conjure my heart with her sexy looks and voice. Tsukiko must have access to this costume right? I will ask her to borrow it for a night.,彼女はセクシーなルックスと声で私の心を魅了します。
ghostcloth10,Ah! A ghost nurse! Lucky guy.... she taking good care of his aroused cock. I would love to see her more during my investigations.,Ah! A ghost nurse! Lucky guy.... she taking good care of his aroused cock. I would love to see her more during my investigations.,ああ！幽霊看護師だ！幸運な男....彼女は彼の興奮したコックの世話をします。
harleennamea,Girl :,Girl :,女の子：
dnamea,Boy :,Boy :,男の子：
harleennameb,Harleen :,Hinata :,ひなた：
harasytalk1,Oh! It's you. Is Luna here with you? Tell her I said Hi.. Oh! And one more thing. We need her to fix few bugged ghosts. They are not wandering some areas at Doycron Street.,Oh! It's you. Is Tsukiko here with you? Tell her I said Hi.. Oh! And one more thing. We need her to fix few bugged ghosts. They are not wandering some areas at Doycron Street.,ああ、あなただ！邪魔しないでください。私たちは忙しい。
harasytalk2,Please don't look! You are embarrassing me. I thought no one would come here at this hour.,Please don't look at me! I'm not able to focus on my work.,見ないでください！あなたは私を当惑させています。こんな時間にここに来る人はいないだろうと思った。
