ID,English,Others,Japanese
suziwonexintro1,"Wait up! (panting....) Hey, just saw your new episode today. Hahh..... You were fucking Judy again.","Hey, wait up! (panting....) I saw yesterday's episode. You were fucking Junsa again.",
suziwonexintro2,I wanna play too. Don't tell me bullshit that you don't repeat participants. How about this....,I wanna be fucked too. Don't tell me that you don't repear participants. You fucked Junsa so many times in past episodes.,
suziwonexintro3,"If you win, you fuck me in the ass and if I win... I get the money and.... you get to fuck my pussy.",Umm... how about it. If you win you fuck my ass and if I win you can fuck my pussy.,
suziwonexintro4,Incredible! I don't usually get rewarded but with that offer... I would love to lose.,What! I mean it's win win situation for me. Very well! I accept your challenge.,
suziwonexintro5,"Yeah, you can even do it raw and even cum inside. Shall we begin?",I knew it! Even Junsa didn't offered you her front until this time of the story. Shall we begin?,
suzilostintro1,You bastard! Why did you leave me like that? It was so cold at night. Somehow I managed to call my brother for help.,"You bastard! You used me like a cum dumpster and left me like that all night. Thank God, Junsa showed up to rescue.",
suzilostintro2,"My bad! I remembered the appointment I had with someone. Well, wanna play again?",You fell asleep. So I decided not to disturb you and left.,
suzilostintro3,"Ummm.... yes. But if we end up doing it, don't leave me there like last time.",Well.. as a punishment you will have to let me participate again. Let's play now.,
suzilostpusintro1,"There you are! I was looking for you everywhere. Let's play it now. If I lose again, I get to fuck you last time right?",There is my cum dumpster. I was looking for you everywhere. Let's play poker. And I get you fuck you even if I lose right?,
suzilostpusintro2,"I don't know. Although my pregnancy test was negative, it was reckless of me to let you cum inside.",Idiot! Don't say that out loud. Come here... Listen it was very reckless of me to let you cum inside me like that.,
suzilostpusintro3,But... I can't resist the urge to have sex with you. Fuck it! Let's play.,I should.... Fuck it! I don't care how many times you cum inside me. Let's play!,
suzyassfuck1,"Well... I finally get to know why Judy loses every time. Unlike her, I’ve been training using a fat radish.",I'll finally understand why Junsa and Azusa loves your cock so much. Unlike them I have been practising for this day.,
suzyassfuck11,Let's go inside the jail. No one in this side of city commits a crime so we will not be disturbed.,Let's go inside the jail. No one in this part of the town commits any crime so no one should disturb us.,
suzyassfuck2,"Well, well... I finally met my match. Alright as promised, we should go inside the jail. No one will disturb us there.","Well! Someone finally going to make this poker queen a butt sex queen. As promised let's do it, but let's go inside the jail.",
suzyassfuck3,You could have gotten my pussy if you let me win. Can’t help it if you are ass fetish.,"You could fuck my pussy but it seems you love your money more. Well, I have already handcuffed myself.",
suzyassfuck4,Alright... I’m putting handcuffs on my wrist the way you like. Don’t leave me there after you cum.,I'm putting handcuffs on my wrist like the way you love. Don't leave me there after you are done alright.,
suzyassfuck5,"Oh, it was much needed. I didn't expect you to destroy my pussy like that. Taking it in ass will give my sore pussy some rest.",Thank Goodness! It was much needed. I didn't expected you to ravage my pussy like that. Taking it in the butt should help.,
suzybetsomething1,Oh... does this handkerchief count as clothing item. No... Well then betting my ass for some money.,Well you are very close to fuck me. Keep working harder. I'm betting my ass for now.,
suzybetsomething2,Betting my cloths for some money.,Betting my cloths for some money.,私は自分の服をお金に賭けています。
suzywongame1,"I’m still keeping the title of ‘Poker Queen’. As for you, time to walk home naked. Don't worry! I will hide you thing in my hand.",Sorry! I feel like I should keep my title of 'Poker Queen'. You have walk home naked. If you want I can hold it in my hands.,
suzywongame2,I lost count of how many opponents I have beaten. I'll escort you home. You want me to hide it in my pussy this time?,Oh... don't be discouraged. You are lost to the best. Let's go. I will accompany you.,
suzywongame3,I won! Sorry I can’t let you do it today. I got some work at home.,I won! I sorry I can't keep our promise at the moment. I got some work to do at home.,
suzywongame4,"That was a tough game. Anyway, I'm gonna milk you dry in next few minutes.",That was a tough game. Well I'm going to milk you dry tonight and sell your cum online. ,
suzywongame5,I beginning to suspect you are losing on purpose just to fuck me. Well. A deal is deal.,"Oh! Are you losing on purpose to fuck me? I knew you would be addicted to me. Well it can't be help now. Come on, put it in.",
suzywongame6,"Sorry, I know I’m breaking my promise but I must be somewhere right now.","Sorry, I'm breaking our promise. I must be somewhere right now.",
suzysawnaked1,Heyy... do you want me get in trouble? Hide your thing.,"Hey, I told you don't display it like that. Come closer, hide between my thighs.",
suzysawnaked2,(Rubbing player’s cock...) I... hope you don’t mind me touch it.,Is it alright if I touch it? It's quite tempting.,
suzysawnaked3,This cock was inside Judy so many times. Wonder what’s so special about it that she can’t stop?,I wonder what's so special about it that Junsa keeps talking about it.,
suzysawnaked4,Hmphhh..... Mmmphh.... yow continue.... Oi most keep yor cock hewden.,You continue. I will keep it hidden in my mouth.,
suzyasssaved1,That was close! Almost lost title of ‘Poker Queen’ there. And my ass is saved too.,I thought I would change my title today but my ass is safe.,
suzyasssaved2,"Oh, no! There is no way I’m going to lose to you.",Come on try harder! Don't you want it?,
suzyasssaved3,Come on! You can do better. You just need luck like me.,You can beat me if luck is on your side. I don't need luck because I'm talented at this. My ass is safe again.,
suzyasssaved4,Looks like the queen is making a comeback.,Looks like I'm making a comeback.,
suzygotcloths1,Got a piece of cloth back. And things got difficult for you.,Got a piece of cloth back. And things got difficult for you.,
suzygotcloths2,I want to buy back some cloths with my money. I love to give you some challenge.,I want to buy back some cloths with my money. I love to give you some challenge.,
suzycardshowtime,I know it will be me but let’s see if you have better hands or not.,I know it will be me but let’s see if you have better hands or not.,
suzycardchange,Let’s change our cards.,Let’s change our cards.,
suzyremainingcars,Let’s watch our remaining cards.,Let’s watch our remaining cards.,
suzyfoldcard1,I fold. Sometimes you have to take step back to leap forward.,I fold. Sometimes you have to take step back to leap forward.,
suzyfoldcard2,I fold. Just a little setback before going for victory.,I fold. Just a little setback before going for victory.,
suzyfoldcard3,I fold. I must say... These cards were really bad.,I fold. I must say... These cards were really bad.,
suzyplayerfold1,Oww... you are not having good cards today. To bad.,Oww... you are not having good cards today. To bad.,
suzyplayerfold2,Kneel before the Queen. Hehe... You will get better cards next round.,Kneel before the Queen. Hehe... You will get better cards next round.,
suzyvictoryf11,"Hey, you gotta promise me you will stay away from Judy. My brother will be sad if he finds out about it.",Fuck! I wanna see Junsa's face right now. She always brags about being on this show many times.,
suzyvictoryf12,Sorry! I can't promise anything. If she wants to compete I will not stop her. I can't resist her wonderful ass.,Well.... I will gladly fuck her ass anytime over any other participants on this show.,
suzyvictoryf13,You bastard! Don't talk about her like this. If you weren't pounding me I would have.... I....,You bastard! Don't forget your cock is inside my ass right now. I will break it if you annoy me further.,
suzyvictoryf14,What? Keep my dick in your ass so that she wouldn’t.,"Sorry! But even though she don't have as many votes as you, she is the best girl for me.",
suzyvictoryf21,Why are moaning so loud? I thought you been practising with radishes.,Were you really practising? It's feel little tight for someone training everyday.,
suzyvictoryf22,I could only get them an inch deep then stopped because of pain. You are pushing it deeper than that.,I lied I couldn't bare the pain after getting it an inch deep. Now it's you are in control so I have to take it in without complaints.,
suzyvictoryf31,It's been ,It's been ,
suzyvictoryf31a," minutes only. I can tell, you can still go on for some more time."," minutes only. I can tell, you can still go on for some more time.",
suzyvictoryf31b, hours. I'm sure you gonna cum soon. No human can last this long., hours. I'm sure you gonna cum soon. No human can last this long.,
suzyvictoryf31c, days. Why I'm not thirsty or hungry? Am I going crazy because of this vigorous pounding., days. Why I'm not thirsty or hungry? Am I going crazy because of this vigorous pounding.,
suzyvictoryf31d, weeks. You said it would only last for a week. I'm getting call from my boss what should I do?, weeks. You said it would only last for a week. I'm getting call from my boss what should I do?,
suzyvictoryf31e, months. I haven't exercise for so long. Look at how weak my muscles look., months. I haven't exercise for so long. Look at how weak my muscles look.,
suzyvictoryf31f,It's been an year. Can't we stop now? You have penetrated me for more than a billion times.,It's been an year. Can't we stop now? You have penetrated me for more than a billion times.,
suzyvictoryf31f1,many,many,
suzyvictoryf32a,Just wait and find out how long we are going to do it.,Just wait and find out how long we are going to do it.,
suzyvictoryf32b,"Whenever I'm about cum, your lewd voice motivates me to fuck you even more. You better take a week off from your work.","Whenever I'm about cum, your lewd voice motivates me to fuck you even more. You better take a week off from your work.",
suzyvictoryf32c,As long as we are fucking we don't have to. Let me cum inside your pussy you can do it yourself by sticking up anything there.,As long as we are fucking we don't have to. Let me cum inside your pussy you can do it yourself by sticking up anything there.,
suzyvictoryf32d,Just tell them you are on a secret mission and about to catch a gang boss or something.,Just tell them you are on a secret mission and about to catch a gang boss or something.,
suzyvictoryf32e,It's not completely true. Look at your leg muscles. You can give Chan Ling run for money with these legs.,It's not completely true. Look at your leg muscles. You can give Chan Ling run for money with these legs.,
suzyvictoryf32f,What? Were you counting it? Unfortunately we have to go even if there is one person watching this broadcast.,What? Were you counting it? Unfortunately we have to go even if there is one person watching this broadcast.,
suzyvictoryf33a,"If Judy participated, she often come home at night so I guess.... we are going to be here for few more hours.","If Junsa participated, she often come home at night so I guess.... we are going to be here for few more hours.",
suzyvictoryf33b,You are kidding right? There is no way anyone would fuck for this long. It would be world record.,You are kidding right? There is no way anyone would fuck for this long. It would be world record.,
suzyvictoryf33c,"In that case, pull it out and stick in my pussy. I don't care if we end up having a baby together.","In that case, pull it out and stick in my pussy. I don't care if we end up having a baby together.",
suzyvictoryf33d,"(On call...) Boss, I'm interrogating a gang member. He is filling me in more about his boss, 'Siemen Inmyanus'.","(On call...) Boss, I'm interrogating a gang member. He is filling me in more about his boss, 'Siemen Inmyanus'.",
suzyvictoryf33e,"Yeah, but I can't fly like her to do that tornado thing.","Yeah, but I can't fly like her to do that tornado thing.",
suzyvictoryf33f,Is this because I speak different dialogues for different time periods?,Is this because I speak different dialogues for different time periods?,
suzyvictoryf41,"Hey next time, if you doing your show be sure to give me a call. I will be there so that you won't run into any problem.","Here's my number. If you don't find any participants, just give me call. I'm always happy to participate.",
suzyvictoryf42,"Oh no, you will force me to take you in the show.",I don't think there will be any next time. Lady Mystery already found her champion so I'm not gonna host this show any more.,
suzyvictoryf51,I can't help but notice you have different colored pupil.,Did you know... I went back in past to fuck Junsa. It was to see if she has what it takes to be our champion.,
suzyvictoryf52,I lost my right eye during an accident. Doctors replace it with AnnieTech Eye but they made a mistake with the color. ,"Oh, yes.... I knew your face was familiar. You are that boy, who fucked her in the college storage room.",
suzyvictoryf53,"My parents were furious but I loved it so much. Don't tell anyone, but I get weird vision related perks everyday.",But doesn't she remember any thing. Did you put some kind of amnesia spell on her? That could it.,
suzyvictoryf61,"Hey, I was thinking. You should ask Judy to take part in your game someday. She told me she gets so lonely.",Can you do one thing for me? Fuck Junsa in front of our neighbours house. That bastard have been eyeing her for a while.,
suzyvictoryf62,Wait! Weren't you stopping me from getting her back in the show? Why change of heart all of sudden.,I know. I made her quit of that club. He was trying to make her cock sleeve of his club's boys.,
suzyvictoryf63,I know... I thought it's selfish of me to not let her enjoy a game of poker. And an ass fucking after losing.,He is still at it. If it weren't for you meeting her now she would have been ensnared in his trap.,
suzyvictoryf71,"Suzy, what are you doing? Hold still. I'm able to fuck you properly.","Suzy, stand still! I'm not able to fuck you properly.",
suzyvictoryf72,I'm sorry but I can't help it. You are doing to so fast it's making me cum.,I'm sorry! But you are fucking me so fast it's making me cum.,
suzyvictoryf81,"You know, I’m making a video game based on this show. Top 5 fan favourite girls will be featured in it.","Before I quit, I wanna make video game based on this show. I'm picking top 5 girls people voted to be the best.",
suzyvictoryf82,A video game! I command you to include me in that game even if I'm not in top 5.,A video game! I command you to include me in it even though I'm not in top 5.,
suzyvictoryf83,"You will not believe me, but you are at number 2 with 44 votes.","You will not believe me, but you are at number 2 with 44 votes.",
suzyvictoryf84,Really? That's great! But.... who is number one then?,Really? That's great! But.... who is number one then?,
suzyvictoryf85,My room mate is at top place with 272 votes. That's 6 times more votes compare to yours.,"Your niece, Azusa. She has 272 votes. I think you will be happy to know Junsa is at 3 position with 20 votes.",
suzyvictoryf86,"What! How did she get this many votes? (Sighs...) At least, I'm doing better than Judy.",See! You didn't listen. I'm twice as good as Junsa. I'm happy for my niece though. She will be getting that 20000 coins reward.,
athvicf11,Tell me one thing. Why are you not moaning like other girls? It's like you been doing a lot of times but... your ass is so tight.,"Azusa, why aren't you moaning like other girls? Your ass is tight like it was never been open like this.",
athvicf12,I told you I have a lot of anal sex with my boyfriend. We have sex all the time when you are out fucking other girls.,I'm just staring into your eyes. I'm only feeling pleasure nothing else at the moment.,
athvicf13,"How come I never saw him once? Well, it doesn't matter as long as I'm using your ass.","Well, that was unexpected. You can stop staring at me like that. You are creeping me out.",
athvicf21,All this time I was missing on such springy ass. I don’t understand why I didn't ask you earlier.,Now I'm feeling foolish not to try my shot at you. I was missing on such soft and springy ass.,
athvicf22,"Yeah, you better regret it. I may dump my boyfriend if you make me fall in love with you.",I've been wearing a hoodie at night that have written fuck me in the back. And you still never get it.,
athvicf31,We are making love for ,We are making love for ,
athvicf31a, minutes. Yesterday my boyfriend was fucking me for hours when you were gone., minutes. I hope nobody disturbs us for some more time.,
athvicf31b, hours. Your dick is more useful than you. I may not let you fuck me again.," hours. Excuse me, lady! Can't you see I'm busy fucking.",
athvicf31c, days. Am I dead? I don't feel any hungry. Did I become a ghost?, days. Power of our love is helping me to stay this long without any basic needs.,
athvicf31d, weeks. My boss is happy that I'm able to keep the store open all the time., weeks. My boss is happy that I'm able to keep the store open all the time.,
athvicf31e, months. You must be missing that girl so much. To bad you can't meet her., months. I'm not letting you fuck anyone but me.,
athvicf31f,We are making love for an year. Admit it. You love my ass more than that blonde girl. Why else would you still go on...,Admit it. You love me more than Reiko. Or why you would be hear fucking me for more than a year.,
athvicf32a,Yesterday I was plowing the owner right outside of our door for the whole day. I didn't see anyone coming.,I don't know. That girl over there looks like she has done shopping and could arrive the counter at any minute.,
athvicf32b,It’s alright. I don't repeat contestant so you don't have to worry about that.,Let's continue after you are done creating the receipt. Even she has anal sex training to do.,
athvicf32c,"It's my little trick. Whenever I'm fucking someone, we don't have to eat, drink or sleep. We can fuck for eternity.",It's little power I'm blessed by Lady Mystery. I can find full potential of her champions like this.,
athvicf32d,"Yes, why are you telling everyone that I’m your boyfriend?",Yeah. But you are not getting any work done. People are just giving you money and leaving without any receipt.,
athvicf32e,Yeah but it's okay as long as I'm fucking your lovely ass. I think I'm fallen in love with it.,Well then you have sit on my lap while I work. You can ride my cock while I work.,
athvicf32f,Actually we have to fuck as long as there is someone watching this broadcast.,"Of course, Reiko. I had crush on her since I was a child. I often got jealous when I see her talking with her class mates.",
athvicf33a,"Oh.... Did I say yesterday? I meant the day before yesterday. What? Don't give me that look, just focus on pounding my ass.",She better not come right now. I'm beginning to enjoy it.,
athvicf33b,"Huh? Don't lie, you want it. What if fans want it? You can't let them down.",No way! She can begin her training at later date. It's important we continue it.,
athvicf33c,So then you really fucked that blonde girl for a week. I thought you were joking.,I have hidden essence like my mother right? It's not that powerful like her.,
athvicf33d,"Do you want people to think I'm a horny butt-slut who let random people fuck me? Put your brain to use sometimes, idiot!",It's alright. I have memorized everything. I will make entries and keep receipts until next time they visit.,
athvicf33e,Idiot! Don't you think you will be able to make me fall in love with your words.,I wanted to do try that for a while now. I sure it will be fun.,
athvicf33f,Liar! You don't wanna accept you never had such good ass in your whole life.,Well fans have spoken. Developer should give an option for you to end up with me in Magic Ring game.,
athvicf41,Good! From now on you are my personal masturbator. You will fuck me whenever I want you got that.,Promise me you will be my personal masturbator from now. I want you to fuck me whenever I want.,
athvicf42,Wait? I thought you hate.,Wait? I thought you hate.,
athvicf43,"Yes, I still hate you.","Yes, I still hate you.",
athvicf44,Then why are you letting me....,Then why are you letting me....,
athvicf45,"Shut up, you idiot! You asked too much questions. No wonder you don't have a girlfriend.","Shut up, you idiot! You asked too much questions. No wonder you don't have a girlfriend.",
athvicf51,"Hey, Athena look here for a second. (Kisses her...)","Hey, Azusa look here for a second. (Kisses her...)",
athvicf52,"Why you did that for? You stupid, asshole!","Why you did that for? You stupid, asshole!",
athvicf53,Sorry but one of the viewer request it. He has donated 100 coins for it.,Sorry but one of the viewer request it. He has donated 100 coins for it.,
athvicf61,I'm amazed. Your episodes have more views than any other girls. Fans love you a lot.,I'm amazed. Your episodes have more views than any other girls. Fans love you a lot.,
athvicf62,I know. If you had ask me earlier your views would sky rocketed from the first episode.,I know. If you had ask me earlier your views would sky rocketed from the first episode.,
athvicf63,We should do it more often. It's only for your own benefit,We should do it more often. It's only for your own benefit,
athvicf71,"Hmmm... Upon closer look, I find your face similar to someone. I think one of your relative might have appeared on the show.",You look a lot like your mother you know. I fucked her a lot so seen her face up close so many times.,
athvicf72,What! No one from my family would even watch your stupid show. Let alone participate in it.,"Yes, but you don't have to do it with her. You got me.",
athvicf81,That lady is standing there for so long. Shouldn’t you-,This lady is standing her for a while now. You should-,
athvicf82,Don't teach me my work. I was lost in a thought.,It's fine. She wants to learn anal sex and we are teaching it for free.,
athvicf91,I'm thinking to stop this show in the future. I'm not getting as much views as I expected.,The show is not going to be continued in the future. Lady Mystery is not funding it anymore.,
athvicf92,Why? I mean it's not that bad. People will love this show. We have to work harder for it.,We can play it at home just for fun you know. I will love to get fucked by you everyday.,
selectgirl,Girl ,Girl ,
sgirlname1,Name : Judy,Name : Junsa,
sgirlname2,Name : Athena,Name : Azusa,
sgirlname3,Name : Suzy,Name : Shizuka,
sgirlname4,Name : Rose,Name : Akahana,
sgirlname5,Name : Jennifer,Name : Juko,
sgirlage1,Age : 39 years,Age : 39 years,
sgirlage2,Age : 18 years,Age : 18 years,
sgirlage3,Age : 32 years,Age : 32 years,
sgirlage4,Age : 19 years,Age : 19 years,
sgirlage5,Age : 37 years,Age : 37 years,
sgirloccup1,Occupation :  Teacher,Occupation :  Teacher,
sgirloccup2,"Occupation :  Store Clerk, Manga Artist","Occupation :  Store Clerk, Manga Artist",
sgirloccup3,Occupation :  Police Officer,Occupation :  Police Officer,
sgirloccup4,Occupation :  N/A,Occupation :  N/A,
sgirloccup5,Occupation :  Housewife,Occupation :  Housewife,
suzypuz11,"Suzy, I really appreciate the work you are doing. As a reward I'm gonna fill you up with every last drop of my seed.","Suzy, I really appreciate the work you are doing. As a reward I'm gonna fill you up with every last drop of my seed.",
suzypuz12,"Yes, please! Shoot it deep inside me. Give me lots of cumshot. I don't care if you end up getting me pregnant.","Yes, please! Shoot it deep inside me. Give me lots of cumshot. I don't care if you end up getting me pregnant.",
suzypuz21,"Oh God, I love it when you play with my ass while pounding my pussy. You must be thinking I'm a pervert.","Oh God, I love it when you play with my ass while pounding my pussy. You must be thinking I'm a pervert.",
suzypuz22,I love it when a girl enjoys the kinky stuff I’m doing to her. How about I shove my whole fist up there?,I love it when a girl enjoys the kinky stuff I’m doing to her. How about I shove my whole fist up there?,
suzypuz31,Please do lots of sex with me. Fill up my belly with your cum.,Please do lots of sex with me. Fill up my belly with your cum.,
suzypuz32,I sure will. I wish other girls would reward me like you did.,I sure will. I wish other girls would reward me like you did.,
suzypuz41,I’m rewarding you even though I won. Do you think I will be fan favorite?,I’m rewarding you even though I won. Do you think I will be fan favorite?,
suzypuz42,"Well, my roommate still got the first place with 6 times more votes than you.","Well, your niece still got the first place with 6 times more votes than you.",
suzypuz43,I don’t think at this rate I will ever be number one. But at least I’m doing better than Judy.,I don’t think at this rate I will ever be number one. But at least I’m doing better than Junsa.,
suzypuz51,I love the cute voice you make when I shove it inside you.,I love the cute voice you make when I shove it inside you.,
suzypuz52,I hope it's not too distracting for you. I can't hold it in cuz of the pleasure I'm experiencing.,I hope it's not too distracting for you. I can't hold it in cuz of the pleasure I'm experiencing.,
suzypuz53,"No, it's actually making me fuck you even harder.","No, it's actually making me fuck you even harder.",
suzypuz61,You are real slut. Stalking me everywhere to participate in my show just to have my cock inside you.,You are real slut. Stalking me everywhere to participate in my show just to have my cock inside you.,
suzypuz62,"Yes, I’m your slut. Please make me your cum dumpster.","Yes, I’m your slut. Please make me your cum dumpster.",
roseintro1,Hey! You thief! You can't just grab our creamy pie. They are for customers.,Hey! You thief! You can’t steal our creamy pies like that. If you want one make one with me first.,
roseintro2,I'm sorry! I am hungry and I don't have money for it. Please don't hurt me. I will put it back. (Sniff... sniff...),I'm sorry! I was hungry. I don't know how to make creamy pies.(Sniff... Sniff...),
roseintro3,"Oh... well... Here, you can have it. I’ll tell my boss you ran away before I could catch you.",Alright! Come with me. I will teach you how to make it and you can have all of it.,
roseintro4,Really! Thank you very much mister. You are so kind.,Really! Thank you very much mister. You are so kind.,
roseintro5,Hmmm.... do you want more? I run a show called 'Butt Sex Poker'. If you beat me you will get to eat at 'Kara's' for a week.,How about this? If you beat me in a poker game. I will take you on a date to Kana's restaurant for a week.,
roseintro6,"But if I win, I will fuck your butt. How about it?",But if I win. I will fuck your butt for a week. Are you ready?,
roseintro7,What does fuck mean? Are you going to hit my butt with something?,What does fuck mean? Are you going to hit my butt with something?,
roseintro8,"Yeah, kind of. Do you wanna play?","I will put my this thing, in the tiny hole in your butt. It will hurt a little bit. But you will enjoy it.",
roseintro9,I don't know how to play poker. Please teach me before we begin.,I don't think that will happened. I will just look into your mind and see what cards you have.,
rosewinintro1,"Hey, mister. I was looking for you. The owner wont let me eat any more. I guess a week has passed already.","Mister, can we play that game again? Kana is not letting me eat now. Maybe if I win again you will tell her to let me eat.",
rosewinintro2,Can we play that game again? But before that... Please let me eat at least one pie before we begin. I'm hungry.,Oh... before we begin. Please give me a creamy pie. I'm hungry.,
rosewinintro3,Umm... sure. I don't repeat participants but people want to see you again as you are the toughest opponent.,"Damn it! I can't resist when you act too cute. Okay, here's your creamy pie and let's play.",
rosewonexintro1,Please wait! I wanna play that game again. The shop owner won't let me eat any more. I think a week has already past.,Please wait! Let's play that game again. I wanna eat again at Kana's restaurant.,
rosewonexintro2,What! I'm getting late for college. We can play later.,"I'm getting late for college. We can play later. If you are hungry, Azusa have made some food for us.",
rosewonexintro3,"(Grabs...) Please, let's play now. I promise it won't take too long.","Please, let's play now. I don't wanna eat her terrible cooking. It upsets my stomach.",
rosewonexintro4,(Sigh...) Alright.... let's play.,"Alright, we are playing it.",
roselostintro1,"Hey, I apologise for my roommate’s behaviour. She is usually nice but gets mad when I have sex with someone.","Hey, I apologize on behalf of Azusa. She is jealous that I'm giving you more attention. So she cooks terrible food for you.",
roselostintro2,It's alright. I made your apartment all stinky so no wonder she was mad.,"It's alright mister. I will go back to where I came from. Besides, I have to look for my sister.",
roselostintro3,Well... do you wanna play poker again? You may get to eat Kara's food again instead of my terrible cooking.,You don't have to go anywhere. I know who your sister is. But for plot reasons I can't tell you who it is.,
roselostintro4,You don't cook that bad but okay. Let's play.,"I was very close to meet one of the member from her new family but the developer made me flee the scene. Anyway, let's play!",
roseassfuck1,I lost... I don't get to eat for another day. Here.... as promise you can fuck my butt. Please hit it slow.,I lost... I don't get to eat for another day. Here.... as promise you can fuck my butt. Please do it slow.,
roseassfuck12,Let's go to my place. I will offer you some food after I fuck you.,Don't be like that! Let's go to my place. You can have some food while I fuck you.,
roseassfuck2,"Oh, I lost... That food was really delicious. Looks like I'm back to where I was. Well... as promise fuck my butt.","Oh, I lost... That food was really delicious. Looks like I'm back to where I was. Well... as promise fuck my butt.",
roseassfuck3,You are really good at this game. I was really looking forward to eat tasty food for Kara's restaurant but... alright.,You are really good at this game. I was really looking forward to eat tasty food for Kara's restaurant but... alright.,
roseassfuck4,I lost but promise me you will get me some food for Kara's restaurant. I really love her food.,I lost but promise me you will get me some food for Kara's restaurant. I really love her food.,
rosebetsomething1,I lost... Huh? Silly me... I always forget about it. I'm betting my ass for some money.,I lost... Huh? Silly me... I always forget about it. I'm betting my ass for some money.,
rosebetsomething2,Here... I'm betting my cloths. Sorry! They stink.,Here... I'm betting my cloths. Sorry! They stink.,
rosebetsomething3,Here... I’m betting some of my cloths.,Here... I’m betting some of my cloths.,
rosewongame1,"Yes, I won. I don't have to worry about food for a week. Mister.... why don't you join me?","Yes, I won. I don't have to worry about food for a week. Mister.... why don't you join me?",
rosewongame2,Thank you very much mister. Another week without any worries of food.,Thank you very much mister. Another week without any worries of food.,
rosewongame3,I won! Another week of tasty food. Oh!! I hope I'm not spending too much of your money on food.,I won! Another week of tasty food. Oh!! I hope I'm not spending too much of your money on food.,
rosewongame4,Yes! Tasty food at Kara's. Oh... I didn't mean you cook bad. But Kara cooks delicious food.,Yes! Tasty food at Kara's. Oh... I didn't mean you cook bad. But Kara cooks delicious food.,
rosesawnaked1,Oh! What’s that thing below your belly? I have never seen it before.,Oh! What’s that thing below your belly? I have never seen it before.,
rosesawnaked2,.....,.....,
rosesawnaked3,Can I touch it? Oh! It's getting big and hard.,Can I touch it? Oh! It's getting big and hard.,
rosesawnaked4,Huh? Why are you wearing your underwear this time? Are you going to bet it separately?,Huh? Why are you wearing your underwear this time? Are you going to bet it separately?,
roseasssaved1,Thank goodness! You wont be hitting my butt.,Thank goodness! You wont be hitting my butt.,
roseasssaved2,"Come on, Rose! You want that delicious food. Don't lose!","Come on, Rose! You want that delicious food. Don't lose!",
rosegotcloths1,I’m getting my cloths back? I’m sorry you have to endure such stench.,I’m getting my cloths back? I’m sorry you have to endure such stench.,
rosegotcloths2,Thank you for returning my cloths. It was getting chilly.,Thank you for returning my cloths. It was getting chilly.,
rosecardshowtime,Let's see our hand. Sorry but you are going to lose this round.,Let's see our hand. Sorry but you are going to lose this round.,
rosecardchange,Let’s change our cards.,Let’s change our cards.,
roseremainingcars,"Let's see rest of our cards. Umm.... Mister, why don't you see yours first?","Let's see rest of our cards. Umm.... Mister, why don't you see yours first?",
rosegamefold1,I don’t think I will win this time so I’m folding.,I don’t think I will win this time so I’m folding.,
rosegamefold2,I fold. My cards are bad.,I fold. My cards are bad.,
rosegamefold3,I fold. I don't think I will win with these cards.,I fold. I don't think I will win with these cards.,
roseplayerfold1,"Oh, you don’t have good cards?","Oh, you don’t have good cards?",
roseplayerfold2,You fold. Looks like you want to go on date with me like last time.,You fold. Looks like you want to go on date with me like last time.,
roseherhand99,I have this winner card.,I have this winner card.,
roseyourhand99,You have that behind card.,You have that behind card.,
rosevictoryf11,You look weak. I will get you something to eat once I'm done fucking you.,You look weak. I will get you something to eat once I'm done fucking you.,
rosevictoryf12,Really! When will you be done? I'm hungry.,Really! When will you be done? I'm hungry.,
rosevictoryf13,I don't know. Still too far from cumming inside you.,I don't know. Still too far from cumming inside you.,
rosevictoryf14,Cumming? What does that mean? ,Cumming? What does that mean? ,
rosevictoryf15,You don't know? In that case... how about I release it all in your mouth instead?,You don't know? In that case... how about I release it all in your mouth instead?,
rosevictoryf16,Sure! What does this cum tastes like mister? I'm curious to know.,Sure! What does this cum tastes like mister? I'm curious to know.,
rosevictoryf21,I'm sorry for making you apartment all smelly.,I'm sorry for making you apartment all smelly.,
rosevictoryf22,"No, it's alright. I should offer you a bath. Well, we will take it once we are done.","No, it's alright. I should offer you a bath. Well, we will take it once we are done.",
rosevictoryf23,"Hey, that's not fair. You promised we both will take a bath together. I'm joining you two.","Hey, that's not fair. You promised we both will take a bath together. I'm joining you two.",
rosevictoryf31,You have been fucking me for so long. I saw a man fucking a girl in an alley once. But he didn't last this long.,You have been fucking me for so long. I saw a man fucking a girl in an alley once. But he didn't last this long.,
rosevictoryf32,"In an alley? Near the 'Hot Girls' club? Yeah, must be Yuna. She is the only one who lets anyone fuck her.","In an alley? Near the 'Hot Girls' club? Yeah, must be Yumiko. She is the only one who lets anyone fuck her.",
rosevictoryf33,Why does she do that? It's quite painful. She must love getting hurt then.,Why does she do that? It's quite painful. She must love getting hurt then.,
rosevictoryf41,"Can you keep it down? Gosh Mac, she is too loud. Our neighbours will be disturbed. Let me take her place instead.","Can you keep it down? Gosh Masuo, she is too loud. Our neighbours will be disturbed. Let me take her place instead.",
rosevictoryf42,Why? You didn't have sex with your boyfriend today?,Don't be jealous that I'm fucking her instead of you.,
rosevictoryf43,"Well, it's your loss. You will get disturb if anyone knock on our door so... Think about it.","Well, it's your loss. You will get disturb if anyone knock on our door so... Think about it.",
